,Availablility,Furnishing,Gender_requirement,Location,Max_period,Min_period,Price,Short_description,Size,Price_per_month,Average_price_per_month,Postal_code
982,Now,No info,Males or females,Willesden (NW2),None,None,['£180 pw'],***Brand New Double Room***,Double room,[720],720.0,NW2
983,07 Jan 2019,Furnished,Males or females,Pimlico (SW1),None,6 months,"['£1,250 pcm']",Modern Pimlico flat - double room & full bathroom,Double room,[1250],1250.0,SW1
984,21 Dec 2018,Furnished,Males or females,London SW2 (SW2),2 months,None,['£725 pcm'],Spacious double in Brixton/Clapham,Double room,[725],725.0,SW2
985,01 Dec 2018,Furnished,Males or females,Island Gardens (E14),None,None,['£736 pcm'],Huge Double Room in shared house,Double room,[736],736.0,E14
986,05 Jan 2019,Furnished,Males or females,West Kensington (W14),None,8 months,['£700 pcm'],Double bedroom in West Kensington house,Double room,[700],700.0,W14
987,18 Dec 2018,No info,Males or females,Finsbury Park (N4),1 month,None,['£600 pcm'],Mezzanine Warehouse room available over Xmas,Double room,[600],600.0,N4
988,22 Dec 2018,Furnished,No info,Stockwell (SW4),None,6 months,['£485 pw (whole property)'],Flat with 3 Double Rooms to Let,3 bed flat,[1940],1940.0,SW4
989,Now,Furnished,Males or females,Hanger Lane (W5),None,None,['£150 pw'],Double Bed Room to Rent,Double room,[600],600.0,W5
990,20 Dec 2018,Furnished,Males or females,West Hampstead (NW6),None,6 months,"['£950 pcm', '£850 pcm', '£800 pcm']",Double Rooms in desirable top floor flat w garden,3 doubles,"[950, 850, 800]",866.6666666666666,NW6
991,Now,Furnished,Males or females,Canning Town (E16),None,6 months,['£120 pw'],Nice & Cosy double room in Canning Town E16,Double room,[480],480.0,E16
992,Now,Furnished,Female preferred,London SE24 (SE24),None,3 months,['£750 pcm'],Clean Spacious DBL room in Trendy Brixton,Double room,[750],750.0,SE24
993,19 Dec 2018,Furnished,Female preferred,Chelsea (SW10),None,6 months,['£180 pw'],Double Bedroom for Rent in Heart of Chelsea,Double room,[720],720.0,SW10
994,20 Dec 2018,Furnished,Males or females,Clapham Common (SW4),None,None,['£660 pcm'],Double Room Clapham Common,Double room,[660],660.0,SW4
995,05 Dec 2018,Furnished,Males or females,Canning Town (E16),2 months,None,['£160 pw'],"Lovely Short Let Flat Near Excel, Canary Wharf, O2",Double room,[640],640.0,E16
996,Now,Furnished,Males or females,Bow Road (E3),None,6 months,['£155 pw'],Bow Road - Lovely and cozy double room,Double room,[620],620.0,E3
997,15 Dec 2018,Furnished,Males or females,Canada Water (SE16),None,None,['£800 pcm'],Fantastic: large double room & balcony,Double room,[800],800.0,SE16
998,10 Dec 2018,Furnished,No info,Canary Wharf (E14),None,3 months,['£700 pw (whole property)'],3-bedroom End of Terrace House To Rent,3 bed house,[2800],2800.0,E14
999,28 Dec 2019,Furnished,Female preferred,Little Venice (W9),None,None,['£730 pcm'],Flat 1 Lister Lodge ð,Double room,[730],730.0,W9
1000,Now,Furnished,Male preferred,Battersea park (SW11),None,3 months,['£650 pcm'],Clean Room in a Big Modern Flat Close to Vauxhall,Single room,[650],650.0,SW11
1001,01 Jan 2019,Furnished,Males or females,Leyton (E10),1 month,None,['£600 pcm'],Short term let for January - on the central line,Double room,[600],600.0,E10
1002,06 Jan 2019,Furnished,Males or females,Clapham North (SW4),None,6 months,['£650 pcm'],Large Double Room - Clapham (with garden),Double room,[650],650.0,SW4
1003,Now,Furnished,Males or females,Acton (W3),None,3 months,['£105 pw'],"Convenient, Two Twins  Rooms to Share! per Person",Double room,[420],420.0,W3
1004,01 Dec 2018,Furnished,Males or females,West Kensington (W14),None,6 months,['£800 pcm'],Huge Double Room Available,Double room,[800],800.0,W14
1005,Now,Furnished,Males or females,Canning Town (E16),1 month,1 month,"['£200 pw', '£150 pw']",2 bed flat,Single + double,"[800, 600]",700.0,E16
1006,15 Jan 2019,Furnished,Males or females,Stamford Hill (N16),None,6 months,['£595 pcm'],Stamford hill Double room,Double room,[595],595.0,N16
1007,07 Dec 2018,No info,Males or females,London SW19 (SW19),None,3 months,"['£535 pcm', '£535 pcm']",Large Double Bedroom 2 mins from Wimbledon Station,Double room,"[535, 535]",535.0,SW19
1008,Now,Part Furnished,No info,West Ham (E15),None,6 months,"['£1,025 pcm (whole property)']",Spacious studio apartment,Studio flat,[1025],1025.0,E15
1009,Now,Furnished,Female preferred,Stoke Newington (N16),None,None,['£280 pcm'],Shared studio flat,Single room,[280],280.0,N16
1010,05 Dec 2018,Furnished,Males or females,Angel (N1),1 month,1 month,['£550 pcm'],Room in Angel for short let,Single room,[550],550.0,N1
1011,03 Dec 2018,Furnished,Males or females,St John's Wood (NW8),None,None,['£700 pcm'],Single Room in Spacious and Luxurious Apartment.,Single room,[700],700.0,NW8
1012,01 Dec 2018,Furnished,Males or females,London SE18 (SE18),None,6 months,['£650 pcm'],Stylish Double Rooms with Ensuite,Double room,[650],650.0,SE18
1013,01 Dec 2018,Furnished,Males or females,Stratford (E15),None,6 months,"['£170 pw', '£170 pw']",Large Dble - Zn 2 - 10Min Walk to Station,2 doubles,"[680, 680]",680.0,E15
1014,06 Dec 2018,Furnished,Males or females,Russell Square (WC1),None,None,['£795 pcm'],Sunny & spacious central double avail 6/12 - 11/1,Double room,[795],795.0,WC1
1015,16 Dec 2018,No info,Female preferred,Peckham (SE15),None,None,['£570 pcm'],"Double, minutes from Queens Road, friendly house",Double room,[570],570.0,SE15
1016,Now,No info,Males or females,Clapham Junction (SW11),None,None,['£190 pw'],A place to call home,Double room,[760],760.0,SW11
1017,07 Jan 2019,Furnished,Males or females,Battersea (SW11),None,None,['£700 pcm'],Large Double Ensuite Room - Monday-Friday Only,Double room,[700],700.0,SW11
1018,Now,Furnished,Males or females,Leytonstone (E11),None,1 month,['£750 pcm'],En-Suite  Bedroom to Let,Double room,[750],750.0,E11
1019,29 Dec 2018,Furnished,Males or females,London SE15 (SE15),12 months,6 months,['£700 pcm'],Peckham: 1 large double bedroom in SE15 Zone 2,Double room,[700],700.0,SE15
1020,Now,No info,Males or females,Turnpike Lane (N15),None,None,['£165 pw'],Very large room in a modern house. 5 mins to tube,Double room,[660],660.0,N15
1021,09 Jan 2019,Furnished,Female preferred,Mile End (E3),None,6 months,['£630 pcm'],Lovely double room for rent in Mile End,Double room,[630],630.0,E3
1022,Now,Furnished,Male preferred,London E16 (E16),None,3 months,['£750 pcm'],Super Large double for a tidy responsible lodger,Double room,[750],750.0,E16
1023,Now,Furnished,Males or females,Leyton (E10),None,3 months,['£58 pcm'],Double Room Next to Leyton Station,Double room,[58],58.0,E10
1024,20 Dec 2018,No info,Males or females,Canada Water (SE16),None,None,['£250 pw'],[Short let] ***Double Ensuite Room***,Double room,[1000],1000.0,SE16
1025,Now,No info,Males or females,Clapham Common (SW4),None,None,['£900 pcm'],Double room to rent in Clapham,Double room,[900],900.0,SW4
1026,17 Dec 2018,Furnished,Males or females,Angel (N1),None,6 months,['£825 pcm'],Double room newly decorated flat Angel/Kings Cross,Double room,[825],825.0,N1
1027,20 Dec 2018,Furnished,Males or females,Hackney (E2),None,1 month,['£824 pcm'],Large bright room in perfect location,Double room,[824],824.0,E2
1028,16 Dec 2018,Furnished,Female preferred,Clapham North (SW4),3 months,3 months,['£825 pcm'],Big and bright double bedroom clean flat,Double room,[825],825.0,SW4
1029,Now,No info,Males or females,Island Gardens (E14),2 months,None,['£120 pw'],1 room short term canary wharf,Double room,[480],480.0,E14
1030,07 Jan 2019,Furnished,Males or females,Leyton (E10),None,2 months,['£600 pcm'],"Lovely garden flat in leyton, easy commuting",Double room,[600],600.0,E10
1031,01 Dec 2018,Furnished,No info,Notting Hill (W2),None,8 months,"['£1,900 pcm (whole property)']",Notting Hill Bright Modern Flat,1 bed flat,[1900],1900.0,W2
1032,08 Jan 2019,Furnished,Males or females,Camberwell (SE5),None,None,"['£470 pcm', '£483 pcm']",2 Rooms Available in Camberwell,2 doubles,"[470, 483]",476.5,SE5
1033,Now,Furnished,Males or females,Finsbury Park (N4),1 month,1 month,['£700 pcm'],Spacious Double Room 10 minutes from Finsbury Park,Double room,[700],700.0,N4
1034,Now,Furnished,Males or females,Hammersmith (W14),None,6 months,"['£220 pw', '£205 pw']",All-Inclusive Rooms for Graduates & Professionals,Single + double,"[880, 820]",850.0,W14
1035,Now,Furnished,Males or females,Barnes (SW13),None,3 months,"['£700 pcm', '£700 pcm']","Double room, Barnes SW13 £700 PCM all bills inc",2 doubles,"[700, 700]",700.0,SW13
1036,03 Dec 2018,Furnished,No info,Westferry (E14),None,6 months,"['£1,170 pcm (whole property)']",Studio Apartment  - 10min to Bank/Canary Wharf,1 bed flat,[1170],1170.0,E14
1037,01 Dec 2018,Furnished,Males or females,London SW2 (SW2),None,1 month,['£575 pcm'],Good sized room by Brockwell Park (near Brixton),Double room,[575],575.0,SW2
1038,01 Dec 2018,Furnished,Males or females,New Cross Gate (SE14),None,None,['£650 pcm'],"Double room in New Cross Gate, 5mins to station",Double room,[650],650.0,SE14
1039,,No info,No info,Shepherds Bush (W12),,,[],Lovely room,Single room,[],,W12
1040,19 Dec 2018,Furnished,Males or females,Camberwell (SE5),None,6 months,['£750 pcm'],Large room with great views,Double room,[750],750.0,SE5
1041,Now,Furnished,Female preferred,Stoke Newington (N16),None,3 months,['£184 pw'],Large double room in creative warehouse,Double room,[736],736.0,N16
1042,20 Dec 2018,Furnished,Males or females,Manor House (N4),2 months,None,['£165 pw'],Lovely Double Bedroom To Rent in Manor House,Double room,[660],660.0,N4
1043,10 Dec 2018,Furnished,Males or females,West Hampstead (NW6),12 months,3 months,['£650 pcm'],Beautiful Cozy Double Room in West Hamstead,Double room,[650],650.0,NW6
1044,15 Dec 2018,No info,Males or females,Dalston (N16),None,None,['£535 pcm'],Lovely Double Room in Dalston,Double room,[535],535.0,N16
1045,17 Dec 2018,Furnished,No info,Bounds Green (N13),None,6 months,['£750 pcm (whole property)'],Coming Soon - Studio to Rent - All Bills Included,Studio flat,[750],750.0,N13
1046,05 Dec 2018,Furnished,Males or females,Ealing Broadway (W5),None,2 months,['£650 pcm'],Double Room Next to Ealing Broadway Station,Double room,[650],650.0,W5
1047,01 Jan 2019,Furnished,Males or females,West Dulwich (SE21),3 months,3 months,"['£550 pcm', '£550 pcm']",2 Double Bedrooms Short Term Let,2 doubles,"[550, 550]",550.0,SE21
1048,Now,No info,Male preferred,Hammersmith (W6),12 months,6 months,"['£1,040 pcm']",Room for rent at a newly developed modern building,Double room,[1040],1040.0,W6
1049,Now,Furnished,No info,Old Street (N1),None,10 months,['£365 pw (whole property)'],Shoreditch  Studio Flat! Big Bright and Roomy,Studio flat,[1460],1460.0,N1
1050,20 Dec 2018,Furnished,Males or females,Poplar (E14),None,None,['£625 pcm'],Room to rent near Canary Wharf with viewing,Double room,[625],625.0,E14
1051,22 Dec 2018,Furnished,Males or females,Highbury and Islington (N5),None,6 months,['£826 pcm'],Room to Rent in Highbury & Islington,Double room,[826],826.0,N5
1052,03 Dec 2018,No info,Males or females,South Kensington (SW7),None,3 months,['£220 pw'],Double Room South Kensington,Double room,[880],880.0,SW7
1053,10 Dec 2018,Furnished,Males or females,Lower Clapton (E5),None,6 months,['£640 pcm'],Spacious bright double room in Hackney/Clapton,Double room,[640],640.0,E5
1054,Now,No info,Males or females,Thamesmead (SE28),None,None,['£700 pcm'],Large Double Room Overlooking The River Thames,Double room,[700],700.0,SE28
1055,Now,Furnished,Female preferred,Ladbroke Grove (W10),None,3 months,['£160 pw'],Happy individual for beautiful room in west london,Double room,[640],640.0,W10
1056,Now,Furnished,Males or females,Finsbury Park (N4),None,6 months,"['£1,200 pcm']",Studio flat near Finsbury Park tube,Double room,[1200],1200.0,N4
1057,02 Dec 2018,Furnished,Males or females,Roehampton (SW15),None,6 months,['£630 pcm'],Great Double 5' from Roehampton Uni,Double room,[630],630.0,SW15
1058,17 Dec 2018,Furnished,Males or females,Maida Vale (W9),None,9 months,['£887 pcm'],Double ensuite bedroom in lovely maida vale flat,Double room,[887],887.0,W9
1059,01 Jan 2019,Furnished,Males or females,Hackney (E5),3 months,2 months,['£700 pcm'],Bright spacious double room with balcony,Double room,[700],700.0,E5
1060,Now,Furnished,Males or females,Finsbury Park (N4),None,1 month,['£650 pcm'],Lovely Double Bedroom To Rent in Finsbury Park,Double room,[650],650.0,N4
1061,12 Dec 2018,Furnished,Males or females,West Hampstead (NW6),None,2 months,['£685 pcm'],Spacious double - West Hampstead,Double room,[685],685.0,NW6
1062,26 Dec 2018,Furnished,Males or females,London E1 (E1),None,None,"['£1,100 pcm']","Spacious Studio (All Bills inc., No Agency Fee)",Double room,[1100],1100.0,E1
1063,Now,Furnished,Males or females,Aldgate (E1),24 months,6 months,['£650 pcm'],Clean and bright room - Aldgate,Single room,[650],650.0,E1
1064,16 Dec 2018,Furnished,Males or females,Hackney (E8),None,1 month,['£800 pcm'],"Bright, spacious double room in Hackney",Double room,[800],800.0,E8
1065,14 Dec 2019,Furnished,Male preferred,Putney Heath (SW15),3 months,6 months,"['£550 pcm', '£650 pcm']",Room available in Putney Heat,2 doubles,"[550, 650]",600.0,SW15
1066,Now,Furnished,Female preferred,Canada Water (SE16),None,12 months,"['£633 pcm', '£633 pcm']",BRAND NEW Marine Wharf East Development,Single + double,"[633, 633]",633.0,SE16
1067,Now,No info,Female preferred,Victoria Park (E9),None,8 months,"['£885 pcm', '£885 pcm']",Two Huge Double Bedrooms in Victoria Park Village!,2 doubles,"[885, 885]",885.0,E9
1068,18 Dec 2018,Furnished,Males or females,Brockley (SE4),None,None,['£600 pcm'],Double Room Available in Brockley,Double room,[600],600.0,SE4
1069,07 Dec 2018,Furnished,Males or females,Canada Water (SE16),None,2 months,['£650 pcm'],Double Bedroom in Canada Water. Overlooks Canary.W,Double room,[650],650.0,SE16
1070,14 Dec 2018,No info,Males or females,Tottenham (N17),None,6 months,['£375 pcm'],Friendly communal houseshare in Haringey/Tottenham,Single room,[375],375.0,N17
1071,07 Jan 2019,Furnished,Males or females,Wood Green (N22),None,3 months,['£390 pcm'],Share of Terraced House in Wood Green.,Double room,[390],390.0,N22
1072,Now,Furnished,Males or females,Docklands (E14),None,6 months,"['£600 pcm', '£700 pcm']",Furnished Double Room in Zone 2 Dockland/Poplar,2 doubles,"[600, 700]",650.0,E14
1073,19 Dec 2018,No info,Males or females,De Beauvoir Town (N1),None,None,['£150 pw'],Short term let over Christmas and New Years,Double room,[600],600.0,N1
1074,02 Dec 2018,Furnished,Males or females,Hackney (E8),None,2 months,['£460 pcm'],New flatmate needed for sociable House!,Double room,[460],460.0,E8
1075,01 Dec 2019,Furnished,Males or females,Bedford Park (W4),6 months,3 months,['£675 pcm'],~~ Double room - 2 Bed Spacious Flat - Chiswick ~~,Double room,[675],675.0,W4
1076,02 Jan 2019,Furnished,Males or females,Brixton (SW9),8 months,3 months,"['£200 pw', '£200 pw', '£175 pw']",Short Let  3- 6 Month Let 3 Bed Maisonette Brixton,3 doubles,"[800, 800, 700]",766.6666666666666,SW9
1077,Now,Furnished,Female preferred,North Kensington (W10),3 months,1 month,['£680 pcm'],Large Just Refurbished Very Bright Double Room.,Double room,[680],680.0,W10
1078,Now,Furnished,Female preferred,Canning Town (E16),None,12 months,['£850 pcm'],Ensuite double room close to Canning town station,Double room,[850],850.0,E16
1079,03 Dec 2018,Furnished,Males or females,Willesden Green (NW10),None,3 months,['£220 pw'],Bright Master Room-Willesden Green- Zone 2,Double room,[880],880.0,NW10
1080,05 Jan 2019,Furnished,Males or females,Hackney (E8),None,None,"['£1,070 pcm']",Room available in Hackney Central Jan 5th,Double room,[1070],1070.0,E8
1081,28 Dec 2018,No info,Males or females,Crofton Park (SE4),None,None,['£720 pcm'],Large Double Room to Rent in Crofton Park £720,Double room,[720],720.0,SE4
1082,01 Dec 2018,Furnished,Males or females,Kilburn Park (NW6),None,None,"['£700 pcm', '£800 pcm']","2 Tidy, spacious professional room in Maida Vale",2 doubles,"[700, 800]",750.0,NW6
1083,15 Dec 2018,Furnished,Males or females,London N15 (N15),None,4 months,['£730 pcm'],"Large double room, warehouse conversion",Double room,[730],730.0,N15
1084,01 Dec 2018,Furnished,Males or females,Shoreditch (E2),None,6 months,"['£1,050 pcm']",Huge Kingsized Studio room in Heart of Shoreditch,Double room,[1050],1050.0,E2
1085,15 Jan 2019,Furnished,Male preferred,Elephant and Castle (SE17),None,3 months,['£850 pcm'],Light filled home to share in Elephant and Castle,Double room,[850],850.0,SE17
1086,17 Dec 2018,Furnished,Males or females,Bethnal Green (E2),36 months,6 months,['£500 pcm'],Friendly Bethnal Green Flat - 1 room available,Single room,[500],500.0,E2
1087,Now,Furnished,Males or females,Elephant and Castle (SE17),6 months,None,"['£1,300 pcm']",Double room in Zone 1 with own bathroom,Double room,[1300],1300.0,SE17
1088,Now,Furnished,Males or females,London SW15 (SW15),12 months,12 months,['£440 pcm'],Single Bedroom Available Now in SW London,Single room,[440],440.0,SW15
1089,11 Dec 2018,No info,Males or females,Denmark Hill (SE5),None,None,['£420 pcm'],Double room in 4 bed house in Denmark Hill,Double room,[420],420.0,SE5
1090,19 Dec 2018,No info,Female preferred,Dalston (E8),None,6 months,['£570 pcm'],Lovely Flatshare in Dalston,Single room,[570],570.0,E8
1091,17 Dec 2018,Furnished,No info,West Hampstead (NW6),None,4 months,"['£1,600 pcm (whole property)']",1 Bedroom Flat in West Hampstead,1 bed flat,[1600],1600.0,NW6
1092,Now,Furnished,Males or females,London W12 (W12),None,None,['£133 pw'],Short let 19 Dec-7 Jan zone 2 : Vegan/veg double,Double room,[532],532.0,W12
1093,20 Dec 2018,Furnished,Female preferred,New Cross (SE8),4 months,4 months,['£850 pcm'],Double En-Suite Room Sublet in New Cross,Double room,[850],850.0,SE8
1094,Now,Furnished,Males or females,Notting Hill (W2),6 months,None,"['£1,250 pcm']",Double room in an interior design flat in the hear,Double room,[1250],1250.0,W2
1095,03 Dec 2018,Furnished,Male preferred,Shoreditch (E2),None,6 months,"['£1,400 pcm']",3 Bed Town House in the heart of Shoreditch,Double room,[1400],1400.0,E2
1096,Now,Furnished,Males or females,Fulham (SW6),None,None,['£563 pcm'],Beautiful double room to rent,Double room,[563],563.0,SW6
1097,Now,Furnished,Males or females,Clapham Junction (SW11),None,12 months,['£950 pcm'],Rare find -  Stunning 2 bedroom flat,Double room,[950],950.0,SW11
1098,20 Dec 2018,Furnished,Males or females,Clapham Common (SW4),None,None,['£780 pcm'],Clapham Common - Large Room available,Double room,[780],780.0,SW4
1099,Now,Furnished,Males or females,Camberwell (SE5),None,None,['£175 pw'],Pretty Double Room in  Camberwell,Double room,[700],700.0,SE5
