,Availablility,Furnishing,Gender_requirement,Location,Max_period,Min_period,Price,Short_description,Size,Price_per_month,Average_price_per_month,Postal_code
304,Now,Furnished,Males or females,Salford (M6),None,3 months,"['£390 pcm', '£520 pcm', '£420 pcm', '£400 pcm', '£510 pcm', '£520 pcm']",Beautiful Rooms to Rent - Salford,Single + double,"[390, 520, 420, 400, 510, 520]",460.0,M6
305,Now,Furnished,Males or females,Withington (M20),None,1 month,['£389 pcm'],Withington Co-operative Eco house,Double room,[389],389.0,M20
306,15 Dec 2018,Furnished,Males or females,Hulme (M15),None,None,['£750 pcm'],Lovely  Double Ensuite in Manchester City Centre,Double room,[750],750.0,M15
307,07 Dec 2018,Furnished,Males or females,Salford (M5),None,6 months,"['£439 pcm', '£449 pcm', '£479 pcm']",Media City and Salford Royal: Coming Soon!!,3 doubles,"[439, 449, 479]",455.6666666666667,M5
308,07 Jan 2019,Furnished,Male preferred,Sale (M33),12 months,3 months,['£420 pcm'],Room for rent in shared house in Sale,Double room,[420],420.0,M33
309,Now,Furnished,Female preferred,Fallowfield (M14),None,6 months,['£290 pcm'],Large Double Room To Let in Fallowfield,Double room,[290],290.0,M14
310,Now,Furnished,Males or females,Manchester (M40),6 months,None,['£500 pcm'],Lovely Kingsize bedroom with private en-suite,Double room,[500],500.0,M40
311,01 Dec 2018,Furnished,Males or females,Manchester (M14),None,6 months,['£450 pcm'],Walk to MRI & Uni- bright large double,Double room,[450],450.0,M14
312,20 Dec 2018,Furnished,Males or females,Longsight (M13),None,3 months,['£500 pcm'],Large Double Room in Modern Show House,Double room,[500],500.0,M13
313,Now,Furnished,Males or females,Denton (M34),None,6 months,"['£99 pw', '£99 pw']",New luxury house Share in Denton,Double room,"[396, 396]",396.0,M34
314,11 Jan 2019,Furnished,Males or females,Chorlton (M21),None,1 month,['£400 pcm'],Huge Double central Chorlton incl. bills £490.00,Double room,[400],400.0,M21
315,Now,Furnished,Males or females,Longsight (M13),None,3 months,['£300 pcm'],Bright room available in a 2-bed flatshare,Double room,[300],300.0,M13
316,Now,Furnished,Males or females,Victoria Park (M14),10 months,8 months,"['£455 pcm', '£455 pcm', '£455 pcm', '£455 pcm', '£455 pcm', '£455 pcm', '£455 pcm', '£455 pcm']",Student rooms in a great house share  sept 1st,3 doubles,"[455, 455, 455, 455, 455, 455, 455, 455]",455.0,M14
317,05 Dec 2018,Furnished,Males or females,Salford (M6),None,4 months,"['£400 pcm', '£400 pcm', '£400 pcm', '£400 pcm']",Big shared house for foreign students/young profs,4 doubles,"[400, 400, 400, 400]",400.0,M6
318,Now,Furnished,Males or females,Manchester City Centre (M4),None,None,['£600 pcm'],Double Room to Rent - Green Quarter,Double room,[600],600.0,M4
319,03 Jan 2019,Furnished,Female preferred,Didsbury (M20),None,6 months,['£475 pcm'],! Big double room in friendly house share !,Double room,[475],475.0,M20
320,Now,Furnished,No info,Rusholme (M14),None,6 months,['£525 pcm (whole property)'],"1 Bed Flat Available, Denison Road, Manchester",1 bed flat,[525],525.0,M14
321,06 Feb 2019,Furnished,Males or females,Eccles (M30),None,6 months,['£450 pcm'],JD Property present a wonderful room to let!,Double room,[450],450.0,M30
322,Now,Furnished,Males or females,Fallowfield (M14),None,6 months,"['£280 pcm', '£325 pcm', '£325 pcm', '£325 pcm']","Single Room Available, Wilmslow road, Fallowfield",Single room,"[280, 325, 325, 325]",313.75,M14
323,Now,Furnished,Males or females,Fallowfield (M14),6 months,6 months,"['£80 pw', '£80 pw', '£80 pw', '£80 pw']",Double Rooms in Central Fallowfield -All Bills Inc,3 doubles,"[320, 320, 320, 320]",320.0,M14
324,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£350 pcm', '£365 pcm', '£400 pcm', '£345 pcm', '£250 pcm', '£350 pcm']",2 rooms available in spacious modern house share!,2 doubles,"[350, 365, 400, 345, 250, 350]",343.3333333333333,M30
325,Now,Furnished,Males or females,Salford (M5),None,12 months,"['£412 pcm', '£412 pcm', '£412 pcm', '£412 pcm', '£412 pcm', '£412 pcm']",2 Rooms in Eccles New Rd Student House Share,2 doubles,"[412, 412, 412, 412, 412, 412]",412.0,M5
326,01 Jul 2019,Furnished,Males or females,Fallowfield (M14),12 months,12 months,"['£70 pw', '£70 pw', '£70 pw']",Fallowfield student house 2019/2020!,3 doubles,"[280, 280, 280]",280.0,M14
327,Now,Furnished,Males or females,Gorton (M18),None,1 month,['£100 pw'],All Bills inc - Double Room to Let in Gorton,Double room,[400],400.0,M18
328,Now,Furnished,Males or females,Rusholme (M14),None,6 months,"['£440 pcm', '£440 pcm']",Perfectly located property to the University!,2 doubles,"[440, 440]",440.0,M14
329,Now,Furnished,Males or females,Fairfield (M43),None,4 months,['£390 pcm'],Amazing room on top location,Double room,[390],390.0,M43
330,Now,Furnished,Male preferred,Manchester City Centre (M1),None,8 months,['£125 pw'],MSV Mercury Plus Flat available now,Double room,[500],500.0,M1
331,Now,Furnished,Males or females,Fallowfield (M14),None,6 months,"['£450 pcm', '£475 pcm', '£475 pcm', '£415 pcm', '£415 pcm', '£495 pcm']",Modern rooms to rent in newly renovated property!,2 singles + double,"[450, 475, 475, 415, 415, 495]",454.1666666666667,M14
332,Now,Furnished,Males or females,Chorlton (M21),None,None,['£575 pcm'],Double bedroom in Chorlton,Double room,[575],575.0,M21
333,Now,Furnished,Female preferred,Fallowfield (M14),None,None,['£90 pw'],Searching for a Friendly Female Room Mate,Double room,[360],360.0,M14
334,Now,Furnished,Males or females,Denton (M34),None,3 months,"['£320 pcm', '£340 pcm']",Top Denton location - Below market price,2 doubles,"[320, 340]",330.0,M34
335,Now,Furnished,Males or females,Manchester City Centre (M1),None,6 months,['£550 pcm'],Room For Rent - Chorlton Mill [Immediate],Double room,[550],550.0,M1
336,Now,Furnished,Males or females,Manchester (M14),None,6 months,"['£86 pw', '£86 pw', '£91 pw']",Rooms in Fallowfield_shared house_Bills Inc,Double room,"[344, 344, 364]",350.6666666666667,M14
337,Now,Furnished,Males or females,Chorlton-cum-Hardy (M21),None,3 months,['£455 pcm'],"No Agency Fees, Double Room Chorlton All Bills And",Double room,[455],455.0,M21
338,28 Feb 2019,Furnished,Males or females,Whalley Range (M16),12 months,6 months,['£79 pw'],1 room to let in Montgomery House,Double room,[316],316.0,M16
339,01 Dec 2018,Furnished,Males or females,Prestwich (M25),None,6 months,['£450 pcm'],Huge Double in 5* Houseshare - £0 Admin Fee,Double room,[450],450.0,M25
340,Now,Furnished,Males or females,Alexandra  Park (M16),None,6 months,['£320 pcm'],"Student Room in Clean, Convenient Halls of Residen",Double room,[320],320.0,M16
341,11 Dec 2018,Furnished,Males or females,Eccles (M30),None,3 months,['£115 pw'],"Wonderful En-suite Bedroom, Eccles",Double room,[460],460.0,M30
342,02 Dec 2018,Furnished,Males or females,Manchester City Centre (M4),None,6 months,['£525 pcm'],Double Room with Council Tax Included City Centre,Double room,[525],525.0,M4
343,01 Dec 2018,Furnished,Males or females,Hulme (M15),6 months,6 months,['£149 pw'],Parkway Gate Student accommodation all inclusive,Single room,[596],596.0,M15
344,Now,Furnished,Males or females,Salford (M5),None,3 months,"['£355 pcm', '£350 pcm', '£370 pcm', '£370 pcm', '£350 pcm']",Ample Parking*** Video viewings possible,Double room,"[355, 350, 370, 370, 350]",359.0,M5
345,Now,Furnished,Males or females,Manchester (M40),None,6 months,['£400 pcm'],Double room,Double room,[400],400.0,M40
346,02 Dec 2018,Furnished,Males or females,Salford (M6),None,6 months,['£520 pcm'],Love Where You Live,Double room,[520],520.0,M6
347,Now,Furnished,Males or females,Didsbury (M20),None,6 months,"['£500 pcm', '£500 pcm']",Large  Furnished Double Room  in  West Didsbury,2 doubles,"[500, 500]",500.0,M20
348,01 Feb 2019,Furnished,No info,Salford (M3),None,6 months,['£670 pcm (whole property)'],Studio apartment with internet included,Studio flat,[670],670.0,M3
349,03 Feb 2019,Furnished,Female preferred,Pendlebury (M27),None,6 months,['£500 pcm'],"Newly decorated  house, great location for Town!",Double room,[500],500.0,M27
350,Now,Furnished,Males or females,Salford (M6),None,3 months,"['£410 pcm', '£390 pcm', '£370 pcm', '£350 pcm']","Newly refurbished room, close Salford centre",2 doubles,"[410, 390, 370, 350]",380.0,M6
351,20 Feb 2019,Furnished,Males or females,Manchester City Centre (M3),None,None,"['£650 pcm', '£650 pcm']",2 Bedroom flat to rent in the city centre,2 doubles,"[650, 650]",650.0,M3
352,Now,Furnished,Males or females,Victoria Park (M13),None,None,"['£550 pcm', '£550 pcm', '£550 pcm']",All Bills Double Bedr + Bath University/Mri,Double room,"[550, 550, 550]",550.0,M13
353,18 Dec 2018,Furnished,Males or females,Broughton (M7),None,None,"['£90 pw', '£135 pw']",Fresh refurbished house close to city centre,Double room,"[360, 540]",450.0,M7
354,18 Dec 2018,Furnished,Males or females,Hulme (M15),None,3 months,['£695 pcm'],Double Bedroom (For 1 Person) To Rent,Double room,[695],695.0,M15
355,Now,Furnished,Males or females,Victoria Park (M13),None,10 months,"['£290 pcm', '£280 pcm']",2x double rooms  to let,2 doubles,"[290, 280]",285.0,M13
356,Now,Furnished,Female preferred,Greenheys (M15),12 months,None,['£650 pcm'],Female Flat Mate Wanted,Double room,[650],650.0,M15
357,Now,Furnished,Males or females,Sale (M33),None,None,['£395 pcm'],Cute 2-bed house in M33 area,Double room,[395],395.0,M33
358,01 Dec 2018,Furnished,Males or females,Withington (M20),None,None,['£370 pcm'],Friendly Professionals looking for new flatmate,Double room,[370],370.0,M20
359,Now,Furnished,Males or females,Fallowfield (M14),None,12 months,['£450 pcm'],A room in Fallowfield,Double room,[450],450.0,M14
360,Now,Furnished,Males or females,Failsworth (M35),None,6 months,"['£420 pcm', '£420 pcm', '£350 pcm']",House Share Near Tram Station,Single room,"[420, 420, 350]",396.6666666666667,M35
361,15 Dec 2018,Furnished,Males or females,Levenshulme (M19),None,6 months,['£395 pcm'],Fabulous fully refurb house close train/bus/A6,Double room,[395],395.0,M19
362,Now,Furnished,Males or females,Victoria Park (M13),None,6 months,"['£400 pcm', '£400 pcm']",House share 2 rooms to let.,2 doubles,"[400, 400]",400.0,M13
363,Now,Furnished,Male preferred,Wythenshawe (M22),None,None,"['£27 pw', '£27 pw']",Manchester airport Wythenshawe,2 doubles,"[108, 108]",108.0,M22
364,Now,Furnished,Males or females,Levenshulme (M19),None,6 months,"['£250 pcm', '£350 pcm']",Friendly houseshare in Levenshulme,2 doubles,"[250, 350]",300.0,M19
365,05 Dec 2018,Furnished,Males or females,Levenshulme (M19),None,None,['£230 pcm'],Room available in Levenshulme,Double room,[230],230.0,M19
366,Now,No info,Males or females,Chorlton (M21),None,None,['£430 pcm'],Amazing house share in Chorlton,Double room,[430],430.0,M21
367,Now,Furnished,Males or females,Openshaw (M11),None,None,['£65 pw'],Single Room,Single room,[260],260.0,M11
368,Now,Furnished,Males or females,Manchester (M4),None,6 months,['£595 pcm'],Central M4 - 2 Bedroom Apartment. Including Bills,Double room,[595],595.0,M4
369,24 Dec 2018,Furnished,Males or females,Salford (M5),None,6 months,['£325 pcm'],"Room available, close to city",Double room,[325],325.0,M5
370,Now,Furnished,Male preferred,Haughton Green (M34),None,1 month,"['£340 pcm', '£380 pcm']","Bright, Furnished Room, inc bills.",Single room,"[340, 380]",360.0,M34
371,01 Jan 2019,Furnished,Males or females,West Didsbury (M20),None,12 months,['£450 pcm'],En suite Bedroom in Modern Apartment,Double room,[450],450.0,M20
372,01 Jan 2019,Part Furnished,No info,West Didsbury (M20),None,12 months,['Potential Buddy Ups'],2 Bed 2 Bath Modern Apartment - Good Condition,2 bed flat,[],,M20
373,Now,Furnished,No info,Blackley (M9),None,6 months,['£950 pcm (whole property)'],A furnished and beautiful 4-5 bed house to let,4 bed house,[950],950.0,M9
374,04 Jan 2019,Furnished,Female preferred,Didsbury Village (M20),None,6 months,"['£449 pcm', '£499 pcm']",Two Double Rooms in Didsbury Village,Double room,"[449, 499]",474.0,M20
375,05 Dec 2018,Furnished,Male preferred,Whitefield (M45),None,None,"['£85 pw', '£85 pw']",Whitefield Fully Furnished Flat only £85 per week,2 doubles,"[340, 340]",340.0,M45
376,01 Dec 2018,Furnished,Males or females,Hulme (M15),None,3 months,['£380 pcm'],Single Room - All bills included,Single room,[380],380.0,M15
377,Now,Furnished,Males or females,Fallowfield (M14),None,6 months,['£109 pw'],Modern double room in a student house share.,Double room,[436],436.0,M14
378,Now,No info,Males or females,Irlams O' Th' Height (M6),12 months,3 months,"['£200 pcm', '£300 pcm', '£250 pcm', '£300 pcm']",Cheap basic unfurnished rooms,3 doubles,"[200, 300, 250, 300]",262.5,M6
379,Now,Furnished,Males or females,Salford (M6),None,6 months,['£120 pw'],En-suite Loft Room,Double room,[480],480.0,M6
380,01 Dec 2018,Furnished,Males or females,Withington (M20),None,6 months,['£575 pcm'],Spacious well presented house share with garden,Double room,[575],575.0,M20
381,Now,Furnished,No info,Hulme (M15),None,6 months,['Potential Buddy Ups'],3bed room house in hulm m15 5rh,3 bed house,[],,M15
382,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£100 pw', '£100 pw', '£100 pw', '£100 pw']",First Months Rent Half Price!,2 doubles,"[400, 400, 400, 400]",400.0,M6
383,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£390 pcm', '£390 pcm', '£390 pcm', '£390 pcm', '£390 pcm']",Salford|All Bills|Furnished,5 doubles,"[390, 390, 390, 390, 390]",390.0,M6
384,Now,Furnished,Males or females,Salford (M5),None,6 months,"['£115 pw', '£115 pw', '£115 pw', '£115 pw']","STUNNING Houseshare @ Cemetery Road, Salford",3 doubles,"[460, 460, 460, 460]",460.0,M5
385,Now,Furnished,Males or females,Fallowfield (M14),None,6 months,"['£395 pcm', '£400 pcm', '£400 pcm', '£400 pcm']",House Share | £92pw | Bills Included,2 doubles,"[395, 400, 400, 400]",398.75,M14
386,Now,Furnished,Males or females,Salford (M5),None,6 months,"['£100 pw', '£100 pw', '£110 pw', '£100 pw', '£110 pw']",Gorgeous En-Suite Rooms|Salford,5 doubles,"[400, 400, 440, 400, 440]",416.0,M5
387,Now,Furnished,Males or females,Salford (M5),None,None,"['£100 pw', '£100 pw', '£100 pw', '£100 pw']",Salford|All Bills|Furnished,4 doubles,"[400, 400, 400, 400]",400.0,M5
388,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£100 pw', '£100 pw', '£100 pw', '£100 pw']",Lydford Street,4 doubles,"[400, 400, 400, 400]",400.0,M6
389,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£100 pw', '£90 pw', '£100 pw']",** Houseshare **  Eccles ** Double Rooms **,Double room,"[400, 360, 400]",386.6666666666667,M30
390,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£385 pcm', '£450 pcm']","Newly refurbished, fully furnished house",2 doubles,"[385, 450]",417.5,M30
391,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£100 pw', '£100 pw', '£100 pw']",*House Share* *3 Bedrooms* * *Recently Refubished*,3 doubles,"[400, 400, 400]",400.0,M6
392,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£100 pw', '£100 pw', '£100 pw', '£100 pw']",*Available Now!* *House Share* *Fully Furnished* *,4 doubles,"[400, 400, 400, 400]",400.0,M6
393,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£110 pw', '£110 pw', '£110 pw', '£110 pw']",Salford|All Bills|Furnished,3 doubles,"[440, 440, 440, 440]",440.0,M6
394,Now,Furnished,Males or females,Salford (M7),None,6 months,"['£100 pw', '£100 pw', '£100 pw']",Salford|All Bills Included,3 doubles,"[400, 400, 400]",400.0,M7
395,Now,Furnished,Males or females,Salford (M6),None,None,"['£100 pw', '£100 pw', '£100 pw', '£100 pw']",£100pppw | Bills Included | Just Off Frederick Rd,4 doubles,"[400, 400, 400, 400]",400.0,M6
396,Now,Furnished,Males or females,Broughton (M7),None,6 months,"['£85 pw', '£85 pw', '£85 pw', '£85 pw']",Exceedingly Good! 2x Dble Rooms - £85.00pppw,Double room,"[340, 340, 340, 340]",340.0,M7
397,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£110 pw', '£110 pw', '£110 pw', '£100 pw']",Salford|Modern|EN-SUITE|All Bills,4 doubles,"[440, 440, 440, 400]",430.0,M6
398,Now,Furnished,Males or females,Withington (M20),6 months,3 months,"['£115 pw', '£115 pw']",2 rooms available in spacious 3 bedroom apartment,2 doubles,"[460, 460]",460.0,M20
399,Now,Furnished,Males or females,Salford (M6),None,6 months,['£400 pcm'],Recently Renovated Double Room,Double room,[400],400.0,M6
400,23 Dec 2018,Furnished,No info,Chorlton (M21),None,6 months,['£775 pcm (whole property)'],Large and lovely one bed flat close to everything!,1 bed flat,[775],775.0,M21
401,Now,Furnished,Female preferred,Chorlton (M21),None,6 months,['£349 pcm'],Excellent Location - Double Room In Chorlton!!,Double room,[349],349.0,M21
402,Now,Furnished,Males or females,Walkden (M28),None,6 months,['£450 pcm'],"Very large double, includes all bills",Double room,[450],450.0,M28
403,Now,Furnished,Males or females,Failsworth (M35),None,None,"['£100 pw', '£100 pw']",Mr Garth Tickle,2 doubles,"[400, 400]",400.0,M35
404,Now,No info,Males or females,Levenshulme (M19),None,None,"['£140 pw', '£210 pw', '£280 pw', '£98 pw']",Rooms Near Dr Swammy PLAB Academy,Single + 3 doubles,"[560, 840, 1120, 392]",728.0,M19
405,Now,Furnished,Males or females,Salford (M7),12 months,3 months,['£350 pcm'],Nice decent room very quiet area easy access for t,Double room,[350],350.0,M7
406,Now,Furnished,Males or females,Blackley (M9),None,None,['£400 pcm'],Brand new Double room to let,Double room,[400],400.0,M9
407,Now,Furnished,Males or females,Eccles (M30),12 months,6 months,"['£525 pcm', '£525 pcm', '£525 pcm', '£525 pcm', '£525 pcm']",Luxury Beautiful En-Suite to Rent,5 doubles,"[525, 525, 525, 525, 525]",525.0,M30
408,Now,Furnished,Males or females,Ardwick (M13),None,6 months,['£420 pcm'],Furnished double room in 3bed house Ardwick,Double room,[420],420.0,M13
409,Now,Furnished,Males or females,Peel Green (M30),None,6 months,['£66 pw'],Room Eccles Close to Trafford Centre,Double room,[264],264.0,M30
410,Now,Furnished,Males or females,Little Hulton (M38),None,6 months,"['£450 pcm', '£450 pcm', '£450 pcm', '£500 pcm']",High spec rooms in a desirable property,Double room,"[450, 450, 450, 500]",462.5,M38
411,Now,Furnished,Males or females,Eccles (M30),24 months,6 months,"['£490 pcm', '£490 pcm', '£490 pcm', '£490 pcm', '£490 pcm']",Stunining Newly refurbished en suite rooms,3 doubles,"[490, 490, 490, 490, 490]",490.0,M30
412,Now,Furnished,Males or females,Hulme (M15),15 months,4 months,['£400 pcm'],Double bedroom in Life Building,Double room,[400],400.0,M15
413,11 Dec 2018,Furnished,Male preferred,Withington (M20),12 months,6 months,"['£400 pcm', '£420 pcm']",Double Room.,2 doubles,"[400, 420]",410.0,M20
414,Now,Furnished,Males or females,Eccles (M30),None,None,['£399 pcm'],Mr Pulo,Double room,[399],399.0,M30
415,01 Feb 2019,Furnished,Males or females,Manchester City Centre (M1),None,6 months,['£650 pcm'],Double Bedroom in a Luxury Building,Double room,[650],650.0,M1
416,Now,Furnished,Male preferred,Moston (M40),None,None,['£317 pcm'],"Single Room, New Moston M40",Single room,[317],317.0,M40
417,19 Dec 2018,Furnished,Males or females,Salford (M7),None,6 months,['£495 pcm'],Double En-suite Room Available,Double room,[495],495.0,M7
418,01 Jan 2019,Furnished,Males or females,Levenshulme (M19),None,6 months,"['£390 pcm', '£390 pcm']",Two double rooms in spacious Levenshulme house,2 doubles,"[390, 390]",390.0,M19
419,Now,No info,Males or females,Levenshulme (M19),None,6 months,"['£550 pcm', '£500 pcm']",Amazing newly converted live.work style warehouse,2 doubles,"[550, 500]",525.0,M19
420,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£440 pcm', '£469 pcm', '£440 pcm']","Close to Monton, Eccles, Trafford Park",Double room,"[440, 469, 440]",449.6666666666667,M30
421,12 Dec 2018,Furnished,Males or females,Urmston (M41),None,6 months,"['£490 pcm', '£479 pcm', '£520 pcm', '£445 pcm']",High Class Rooms in  Beautiful Period property,Double room,"[490, 479, 520, 445]",483.5,M41
422,01 Dec 2018,Furnished,Males or females,Broughton (M7),None,6 months,"['£429 pcm', '£479 pcm', '£419 pcm']",Near Salford University & Salford Sports Village,Double room,"[429, 479, 419]",442.3333333333333,M7
423,Now,Furnished,Males or females,Longsight (M12),12 months,6 months,"['£350 pcm', '£350 pcm', '£425 pcm']",Affordable Rooms in Longsight,3 doubles,"[350, 350, 425]",375.0,M12
424,Now,Furnished,Males or females,Manchester City Centre (M4),None,None,['£850 pcm'],City living flat share  only short let 2-3months,Double room,[850],850.0,M4
425,Now,Furnished,Males or females,Sale (M33),None,3 months,['£475 pcm'],"Large double - £475pm all bills incl - Sale, Mcr",Double room,[475],475.0,M33
426,01 Dec 2018,Furnished,Males or females,Fallowfield (M14),None,2 months,"['£425 pcm', '£350 pcm', '£475 pcm', '£415 pcm', '£575 pcm', '£800 pcm']",6 Bed Victorian House Opposite Alexandra Park,Single + 5 doubles,"[425, 350, 475, 415, 575, 800]",506.6666666666667,M14
427,Now,No info,Males or females,Manchester City Centre (M3),12 months,6 months,['£650 pcm'],Rooms Walking Distance to Manchester City Center,Double room,[650],650.0,M3
428,Now,Unfurnished,No info,Droylsden (M43),None,6 months,['£550 pcm (whole property)'],2 Bed Flat In Droylsden,1 bed flat,[550],550.0,M43
429,Now,Furnished,Males or females,Stretford (M32),None,None,"['£400 pcm', '£430 pcm']",3 Lovely Rooms Available - Cheap Deposit,2 doubles,"[400, 430]",415.0,M32
430,10 Dec 2018,Furnished,Males or females,Salford (M5),None,6 months,['£450 pcm'],Modern double room for rent - Available 10th Dec,Double room,[450],450.0,M5
431,Now,Furnished,Female preferred,Manchester (M13),None,None,['£600 pcm'],Rent Paid Until Jan â19. Everything Included.,Double room,[600],600.0,M13
432,Now,Furnished,Males or females,Salford (M5),None,3 months,"['£325 pcm', '£325 pcm']",6 Bed Large attractive property in Salford,Double room,"[325, 325]",325.0,M5
433,Now,Furnished,Males or females,Chorlton (M21),None,5 months,"['£370 pcm', '£380 pcm']",Chorlton top location - Low deposit,2 doubles,"[370, 380]",375.0,M21
434,Now,Furnished,Males or females,Victoria Park (M13),None,1 month,"['£725 pcm', '£725 pcm', '£725 pcm', '£595 pcm', '£625 pcm', '£635 pcm', '£650 pcm', '£675 pcm', '£575 pcm', '£575 pcm']","Beautiful rooms in a ""boutique style"" property",10 doubles,"[725, 725, 725, 595, 625, 635, 650, 675, 575, 575]",650.5,M13
435,Now,Furnished,Males or females,Withington (M20),None,6 months,['£500 pcm'],Huge 2 Bedrooms Available Now at This Mansion,Double room,[500],500.0,M20
436,Now,Furnished,Males or females,Fallowfield (M14),None,9 months,['£425 pcm'],Room available Wilmslow road - From 10th Nov 2018,Double room,[425],425.0,M14
437,Now,Furnished,Males or females,Ardwick (M12),None,8 months,"['£475 pcm', '£475 pcm']",Ensuite Room Available for Students & Professional,2 doubles,"[475, 475]",475.0,M12
438,Now,Furnished,Males or females,West Didsbury (M20),6 months,1 month,['£430 pcm'],Short term flatmate Double room West Didsbury,Double room,[430],430.0,M20
439,01 Jan 2019,Furnished,Male preferred,Salford (M6),None,3 months,['£400 pcm'],Double Room Available - Chimney Pot Park,Double room,[400],400.0,M6
440,Now,Furnished,Males or females,Withington (M20),12 months,3 months,['£440 pcm'],Comfortable clean house in residential area.,Double room,[440],440.0,M20
441,Now,Furnished,No info,Rusholme (M14),7 months,None,['Potential Buddy Ups'],3 bedroom house to let in Rusholme,3 bed house,[],,M14
442,Now,Furnished,Males or females,Middleton (M24),None,6 months,"['£85 pw', '£80 pw', '£99 pw', '£125 pw']",Double Room in Professional House Share,Double room,"[340, 320, 396, 500]",389.0,M24
443,Now,Furnished,Males or females,Salford (M5),None,6 months,"['£120 pw', '£450 pcm', '£475 pcm', '£375 pcm']",***Double EnSuite***,Double room,"[480, 450, 475, 375]",445.0,M5
444,Now,Furnished,Female preferred,Baguley (M23),None,6 months,['£475 pcm'],Friendly household,Double room,[475],475.0,M23
445,Now,Furnished,Male preferred,Stretford (M32),None,None,"['£400 pcm', '£400 pcm']",Double Rooms and single room,2 doubles,"[400, 400]",400.0,M32
446,Now,Furnished,Males or females,Hulme (M15),None,None,['£330 pcm'],Cheap double room near city centre available now,Double room,[330],330.0,M15
447,Now,Furnished,Female preferred,Salford (M6),None,3 months,"['£275 pcm', '£350 pcm']",Single room for rent to professional Female,Single + double,"[275, 350]",312.5,M6
448,Now,Furnished,Males or females,Fallowfield (M14),None,None,['£437 pcm'],Double Large Room in Fallowfield,Double room,[437],437.0,M14
449,Now,Furnished,Female preferred,Blackley (M9),36 months,6 months,['£390 pcm'],Single room to let with family mother and daughter,Single room,[390],390.0,M9
450,01 Jan 2019,Furnished,Males or females,Irlams O' Th' Height (M6),None,3 months,['£395 pcm'],Good Sized Double Room,Double room,[395],395.0,M6
451,01 Dec 2018,Furnished,Males or females,Denton (M34),None,6 months,"['£120 pw', '£120 pw', '£120 pw', '£120 pw', '£120 pw', '£120 pw', '£110 pw', '£120 pw']",Luxury modern brand new 8 Bedroom HMO,6 doubles,"[480, 480, 480, 480, 480, 480, 440, 480]",475.0,M34
452,03 Dec 2018,Furnished,Males or females,Old Trafford (M16),None,1 month,['£500 pcm'],Large Double Room - short term,Double room,[500],500.0,M16
453,Now,Furnished,Males or females,Hulme (M15),None,3 months,"['£500 pcm', '£500 pcm']",One double room available in prime location!,Double room,"[500, 500]",500.0,M15
454,01 Dec 2018,Furnished,Males or females,Levenshulme (M19),None,6 months,"['£550 pcm', '£500 pcm']",warm Friendly home near park.in a great location,2 doubles,"[550, 500]",525.0,M19
455,Now,Furnished,Males or females,Fallowfield (M14),8 months,8 months,['£520 pcm'],Albion Road,Double room,[520],520.0,M14
456,17 Dec 2018,Furnished,Males or females,West Didsbury (M20),None,3 months,['£650 pcm'],Amazing master ensuite - beautiful house - no fees,Double room,[650],650.0,M20
457,Now,Furnished,Males or females,Rusholme (M14),None,7 months,"['£95 pw', '£95 pw', '£93 pw', '£90 pw']",4 Double Bedrooms House in the Curry Mile,Double room,"[380, 380, 372, 360]",373.0,M14
458,Now,Furnished,No info,Hulme (M15),None,4 months,"['£1,600 pcm (whole property)']",Brand New Modern House,3 bed house,[1600],1600.0,M15
459,Now,No info,No info,Manchester City Centre (M1),None,4 months,"['£700 pcm', '£700 pcm']",2 Bedroom flat apartment in City Centre,2 doubles,"[700, 700]",700.0,M1
460,01 Jan 2019,Furnished,Males or females,Whitefield (M45),None,6 months,"['£123 pw', '£125 pw', '£120 pw', '£115 pw']",Rooms in great shared house in Whitefield,Double room,"[492, 500, 480, 460]",483.0,M45
461,02 Jan 2019,Furnished,Males or females,Salford (M7),None,6 months,['£400 pcm'],A double w/parkin manccc 12 mins 2 spinningfields,Double room,[400],400.0,M7
462,Now,Furnished,Males or females,Victoria Park (M14),None,6 months,['£105 pw'],Big room in amazing house!,Double room,[420],420.0,M14
463,13 Dec 2018,Furnished,Males or females,Manchester City Centre (M4),2 months,None,['£500 pcm'],Ensuite room available in Northern Quarter loft,Double room,[500],500.0,M4
464,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£520 pcm', '£560 pcm', '£560 pcm', '£540 pcm', '£580 pcm']",Luxury Double Rooms with ensuites in house share,Double room,"[520, 560, 560, 540, 580]",552.0,M30
465,Now,Furnished,Males or females,Salford (M7),None,3 months,['£380 pcm'],One room is available in two bed room flat,Double room,[380],380.0,M7
466,Now,Furnished,Males or females,Victoria Park (M13),None,6 months,['£325 pcm'],One Double Rooms available 01/09 4 bed apartment,Double room,[325],325.0,M13
