,Availablility,Furnishing,Gender_requirement,Location,Max_period,Min_period,Price,Short_description,Size,Price_per_month,Average_price_per_month,Postal_code
0,01 Sep 2019,Furnished,No info,Broughton (M7),None,12 months,"['£1,800 pcm (whole property)']",*** Available for Next Academic Year 2019/20***,4 bed property,[1800],1800.0,M7
1,20 Dec 2018,Furnished,Males or females,Salford (M7),None,6 months,['£370 pcm'],Extremely Spacious Ground Floor Double Available,Double room,[370],370.0,M7
2,10 Dec 2018,Furnished,Males or females,Sale (M33),None,6 months,['£470 pcm'],Very Large Double Room in Superb House,Double room,[470],470.0,M33
3,Now,Furnished,Males or females,Rusholme (M14),1 month,1 month,"['£360 pcm', '£450 pcm', '£450 pcm', '£360 pcm', '£360 pcm']",12 Ho **5 Double Bedrooms **Ideal Location for Uni,Double room,"[360, 450, 450, 360, 360]",396.0,M14
4,Now,Unfurnished,No info,Whalley Range (M16),None,6 months,['Potential Buddy Ups'],Modern Two Bedroom Flat,2 bed flat,[],,M16
5,04 Feb 2019,No info,Males or females,Salford Quays (M50),None,6 months,['£350 pcm'],Large Double Room with En-suite Near Salford Royal,Double room,[350],350.0,M50
6,01 Sep 2019,Furnished,No info,Salford (M6),None,12 months,"['£1,430 pcm (whole property)']",*** Available for Next Academic Year 2019/20***,3 bed house,[1430],1430.0,M6
7,01 Dec 2018,Furnished,Males or females,Fallowfield (M14),None,6 months,"['£395 pcm', '£395 pcm']",Lovely Friendly shared house  central Fallowfield,2 doubles,"[395, 395]",395.0,M14
8,Now,Furnished,Males or females,Swinton (M27),None,6 months,"['£460 pcm', '£460 pcm', '£460 pcm', '£460 pcm']",Brand New Modern Rooms,4 doubles,"[460, 460, 460, 460]",460.0,M27
9,15 Dec 2018,Furnished,No info,Manchester (M13),None,6 months,['£540 pcm (whole property)'],1 bedroom flat to rent opposite MRI,1 bed flat,[540],540.0,M13
10,23 Dec 2018,Furnished,Males or females,Rusholme (M14),2 months,None,['£80 pw'],"£320pm all bills and broadband inc, single :)",Single room,[320],320.0,M14
11,17 Dec 2018,Furnished,Males or females,Eccles (M30),None,6 months,['£495 pcm'],Beautiful Hi-Tech Room in Luxury Home!,Double room,[495],495.0,M30
12,Now,Furnished,Males or females,Salford (M5),None,6 months,"['£410 pcm', '£400 pcm', '£450 pcm', '£410 pcm', '£410 pcm', '£390 pcm', '£370 pcm', '£400 pcm']",Double Bedroom in Detached house prime location,Double room,"[410, 400, 450, 410, 410, 390, 370, 400]",405.0,M5
13,05 Dec 2018,Furnished,Male preferred,Manchester City Centre (M1),None,7 months,['£500 pcm'],Double room near Oxford Road station,Double room,[500],500.0,M1
14,01 Jan 2019,Furnished,Males or females,Manchester City Centre (M4),None,12 months,['£500 pcm'],"Northern Quarter, 3 Bed Town House",Single room,[500],500.0,M4
15,01 Dec 2018,Furnished,Males or females,Manchester (M34),None,6 months,"['£100 pw', '£100 pw', '£100 pw', '£100 pw']",Droylsden Road M34 5SW - â £100 & Move In â,4 doubles,"[400, 400, 400, 400]",400.0,M34
16,Now,Furnished,Males or females,Old Trafford (M16),None,None,"['£380 pcm', '£400 pcm', '£420 pcm', '£430 pcm', '£430 pcm', '£450 pcm']",No £0.00 Fee All Bills Included Council Tax OT,5 doubles,"[380, 400, 420, 430, 430, 450]",418.3333333333333,M16
17,Now,Furnished,Male preferred,Withington (M20),None,6 months,"['£145 pw', '£130 pw', '£140 pw', '£145 pw', '£130 pw', '£127 pw']","OML - Spacious, renovated house with garden ****",Double room,"[580, 520, 560, 580, 520, 508]",544.6666666666666,M20
18,01 Jan 2019,Furnished,Males or females,Salford (M6),None,6 months,['£550 pcm'],"Huge room, home and gardens! 2 lounges and cleaner",Double room,[550],550.0,M6
19,Now,Furnished,Males or females,Salford (M6),None,6 months,['£335 pcm'],46 MS Single room available soon,Single room,[335],335.0,M6
20,Now,Furnished,Males or females,Salford (M6),None,6 months,['£300 pcm'],Furnished Room to Rent in Salford,Double room,[300],300.0,M6
21,Now,Furnished,Males or females,Eccles (M30),None,3 months,['£115 pw'],"Stunning En-suite Bedroom, Eccles",Double room,[460],460.0,M30
22,Now,Furnished,Males or females,Swinton (M27),None,6 months,"['£104 pw', '£93 pw', '£75 pw']",Rooms in houseshare near Swinton Stn,Single room,"[416, 372, 300]",362.6666666666667,M27
23,Now,Furnished,Males or females,Salford (M6),None,6 months,['£420 pcm'],Stylish and Spacious Double Room Available Now,Double room,[420],420.0,M6
24,Now,Furnished,Males or females,Chorlton (M16),None,6 months,['£600 pcm'],Stunning New Penthouse Apartment,Double room,[600],600.0,M16
25,01 Jan 2019,No info,Female preferred,Pendlebury (M27),None,None,['£400 pcm'],Room for rent - available from 1st January 2019,Double room,[400],400.0,M27
26,Now,Furnished,Males or females,Fallowfield (M14),6 months,None,"['£275 pcm', '£300 pcm', '£300 pcm']",3 Rooms available in newly refurbished house share,Single + 2 doubles,"[275, 300, 300]",291.6666666666667,M14
27,Now,Furnished,Males or females,Withington (M20),6 months,6 months,"['£275 pcm', '£275 pcm', '£275 pcm', '£275 pcm']",4 Rooms Available In Large House Share,4 doubles,"[275, 275, 275, 275]",275.0,M20
28,24 Dec 2018,Furnished,Males or females,Hulme (M15),None,None,['£675 pcm'],Double  bedroom en-suite in Central Manchester,Double room,[675],675.0,M15
29,Now,Furnished,Males or females,Victoria Park (M14),None,None,['£135 pw'],"Magnificent room with views, all bills inc.",Double room,[540],540.0,M14
30,Now,Furnished,Males or females,Harpurhey (M9),36 months,1 month,['£350 pcm'],Mr sola,Double room,[350],350.0,M9
31,01 Jan 2019,Furnished,Female preferred,Manchester City Centre (M1),1 month,None,['£580 pcm'],En-suite double -City Centre-Female only,Double room,[580],580.0,M1
32,01 Dec 2018,Furnished,Males or females,Baguley (M23),None,3 months,"['£460 pcm', '£550 pcm', '£600 pcm']",Lovely en suite rooms in modern house,Single room,"[460, 550, 600]",536.6666666666666,M23
33,Now,No info,Males or females,Manchester (M13),8 months,7 months,['£123 pw'],Six Victoria Point Premier Room £123.00 a Week,Double room,[492],492.0,M13
34,Now,Furnished,Males or females,Manchester (M14),10 months,None,['£350 pcm'],Mornington Crescent - Master bedroom in cosy house,Double room,[350],350.0,M14
35,01 Jul 2019,Furnished,Males or females,Rusholme (M14),None,12 months,"['£83 pw', '£83 pw']",Tenancy take over from 1st July - Platt Lane,2 doubles,"[332, 332]",332.0,M14
36,26 Dec 2018,Furnished,Female preferred,Manchester City Centre (M4),None,6 months,['£580 pcm'],Spacious double room in Ancoats,Double room,[580],580.0,M4
37,Now,Furnished,Males or females,Manchester City Centre (M4),None,6 months,['£570 pcm'],1 Rooms for rent in Manchester City Centre,Double room,[570],570.0,M4
38,Now,Furnished,Males or females,Moston (M40),None,None,['£325 pcm'],***House-Share*** All Bills Included*** Arrange Yo,Double room,[325],325.0,M40
39,01 Dec 2018,Furnished,Female preferred,Salford (M3),5 months,1 month,['£450 pcm'],Single Room with Furniture in 2 Bed Flat,Single room,[450],450.0,M3
40,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£450 pcm', '£450 pcm']","Room to let, all bills included, NO deposit",2 doubles,"[450, 450]",450.0,M6
41,10 Dec 2018,Furnished,Males or females,Hulme (M15),6 months,6 months,['£175 pw'],Student Accomodation in Parkway Gate,Double room,[700],700.0,M15
42,02 Dec 2018,Furnished,Males or females,Manchester (M14),None,None,"['£500 pcm', '£400 pcm']",Rooms for rent (beautiful and peaceful location),Single + double,"[500, 400]",450.0,M14
43,Now,Furnished,Males or females,Manchester (M13),12 months,None,['£127 pw'],Six Victoria Point - Deluxe Room,Double room,[508],508.0,M13
44,01 Dec 2018,Furnished,Males or females,Prestwich (M25),None,6 months,['£450 pcm'],Huge Double in 5* Houseshare - £0 Admin Fee,Double room,[450],450.0,M25
45,19 Dec 2018,Furnished,Males or females,Salford (M7),None,6 months,['£495 pcm'],Double En-suite Room Available,Double room,[495],495.0,M7
46,Now,Furnished,Males or females,Salford (M7),None,3 months,"['£450 pcm', '£460 pcm']","2 Dbles HERE, great area of M7. AllBills Included.",2 doubles,"[450, 460]",455.0,M7
47,Now,Furnished,Males or females,Salford (M6),None,6 months,['£540 pcm'],Luxury En-Suite Double Bedroom,Double room,[540],540.0,M6
48,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£395 pcm', '£450 pcm', '£450 pcm', '£395 pcm']",Newly refurbished Double Bedroom,Double room,"[395, 450, 450, 395]",422.5,M6
49,01 Dec 2018,Furnished,No info,Salford (M7),None,6 months,['£300 pcm (whole property)'],Lower Broughton Road 1 dble bedrooms  to rent,4 bed flat,[300],300.0,M7
50,Now,Furnished,Female preferred,Victoria Park (M14),6 months,3 months,['£500 pcm'],*Double Room for Couple*,Double room,[500],500.0,M14
51,Now,Furnished,Males or females,Manchester City Centre (M1),None,None,"['£995 pcm', '£750 pcm']",Duplex Penthouse three times the size as a double,2 doubles,"[995, 750]",872.5,M1
52,01 Aug 2019,Furnished,Males or females,Salford (M6),11 months,11 months,"['£100 pw', '£100 pw', '£100 pw', '£100 pw']",Littleton Road - Student House Share,4 doubles,"[400, 400, 400, 400]",400.0,M6
53,01 Aug 2019,Furnished,No info,Salford (M6),11 months,11 months,['£102 pw (whole property)'],Scarsdale Street - Student House,6 bed house,[408],408.0,M6
54,01 Aug 2019,Furnished,Males or females,Salford (M6),11 months,11 months,"['£110 pw', '£110 pw', '£110 pw', '£110 pw', '£110 pw']",Strawberry Road - Student House,5 doubles,"[440, 440, 440, 440, 440]",440.0,M6
55,Now,Furnished,Males or females,Withington (M20),None,6 months,['£410 pcm'],All in!  Large Room in Withington,Double room,[410],410.0,M20
56,Now,Furnished,Males or females,Rusholme (M14),None,6 months,"['£395 pcm', '£395 pcm']",Rusholme Rooms - Bills Inluded -,2 doubles,"[395, 395]",395.0,M14
57,Now,Furnished,Males or females,Castlefield (M3),2 months,1 month,['£525 pcm'],Ensuite  room short term,Double room,[525],525.0,M3
58,Now,Furnished,Males or females,Atherton (M46),None,None,['£375 pcm'],Room to rent Atherton,Double room,[375],375.0,M46
59,04 Dec 2018,Furnished,No info,Manchester (M1),None,3 months,['£500 pcm (whole property)'],Cozy one bedroom apartment for rent,1 bed flat,[500],500.0,M1
60,28 Dec 2018,Furnished,Female preferred,West Didsbury (M20),None,12 months,['£450 pcm'],Room to let in friendly houseshare in West Dids,Double room,[450],450.0,M20
61,Now,Furnished,Males or females,Northenden (M22),2 months,None,['£290 pcm'],Single Room in Northenden,Single room,[290],290.0,M22
62,23 Dec 2018,Furnished,Males or females,Fallowfield (M14),None,6 months,['£290 pcm'],Rooms to Rent in 4 bed house: Kingswood Road,Double room,[290],290.0,M14
63,Now,Furnished,Males or females,Manchester City Centre (M3),None,None,['£450 pcm'],Double room  in city centre,Double room,[450],450.0,M3
64,22 Dec 2018,Furnished,Males or females,Salford (M5),None,6 months,['£500 pcm'],Double room Salford/Castlefield inc bills car park,Double room,[500],500.0,M5
65,01 Jan 2019,Furnished,Male preferred,Hulme (M15),None,3 months,['£475 pcm'],GAY/straight Houseshare,Double room,[475],475.0,M15
66,Now,Furnished,Males or females,Manchester (M12),None,None,"['£70 pw', '£70 pw']",Double Rooms in Longsight (Plab),2 doubles,"[280, 280]",280.0,M12
67,Now,Furnished,Male preferred,Withington (M20),None,6 months,"['£145 pw', '£130 pw', '£140 pw', '£145 pw', '£130 pw', '£127 pw']","OML - Spacious, renovated house with garden ****",Double room,"[580, 520, 560, 580, 520, 508]",544.6666666666666,M20
68,01 Jul 2019,Furnished,Males or females,Fallowfield (M14),12 months,12 months,"['£72 pw', '£72 pw', '£72 pw', '£72 pw']",4 bedroom Student house in heart of Fallowfield!,Single + 3 doubles,"[288, 288, 288, 288]",288.0,M14
69,11 Jul 2019,Furnished,Males or females,Fallowfield (M14),12 months,12 months,"['£90 pw', '£90 pw', '£90 pw']",3 bedroom Student House in Fallowfield 2019/2020!,3 doubles,"[360, 360, 360]",360.0,M14
70,01 Dec 2018,Furnished,No info,Victoria Park (M13),None,7 months,['Potential Buddy Ups'],3 bedroom suitable for Students and Professionals,3 bed flat,[],,M13
71,Now,Furnished,Males or females,Stretford (M32),None,6 months,['£430 pcm'],Double Room in House Share,Double room,[430],430.0,M32
72,01 Dec 2018,Furnished,Males or females,Chorlton-cum-Hardy (M21),None,3 months,['£375 pcm'],"Double room w balcony, Chorlton - some bills inc",Double room,[375],375.0,M21
73,Now,Furnished,Males or females,Droylsden (M43),None,6 months,"['£412 pcm', '£499 pcm', '£499 pcm', '£542 pcm', '£542 pcm']",Professional Rooms Close to City Centre,4 doubles,"[412, 499, 499, 542, 542]",498.8,M43
74,Now,Furnished,Males or females,Manchester (M14),None,12 months,"['£100 pw', '£100 pw', '£105 pw', '£95 pw', '£125 pw']",Kensington Avenue- Students 2018,Single + 4 doubles,"[400, 400, 420, 380, 500]",420.0,M14
75,Now,Furnished,Males or females,Victoria Park (M14),None,3 months,"['£550 pcm', '£400 pcm', '£385 pcm']",Executive Rooms near Manchester University,Single + double,"[550, 400, 385]",445.0,M14
76,Now,Furnished,Males or females,Manchester (M14),12 months,3 months,"['£350 pcm', '£425 pcm', '£425 pcm', '£400 pcm', '£500 pcm']",Great People to live with!,Single + 2 doubles,"[350, 425, 425, 400, 500]",420.0,M14
77,Now,Furnished,Males or females,Victoria Park (M13),None,6 months,"['£375 pcm', '£420 pcm', '£375 pcm', '£420 pcm']",At Crescent Halls of Residence in Victoria Park,2 singles + double,"[375, 420, 375, 420]",397.5,M13
78,Now,Furnished,Males or females,Manchester (M14),6 months,3 months,['£495 pcm'],Stunning room - 8 mins walk to Oxford rd,Double room,[495],495.0,M14
79,25 Dec 2018,Part Furnished,No info,Burnage (M19),None,12 months,['£600 pcm (whole property)'],Excellent Studio Flat in Burnage,Studio flat,[600],600.0,M19
80,13 Dec 2018,Furnished,Males or females,Manchester (M14),None,6 months,['£325 pcm'],Double room to rent £325 all bills included,Double room,[325],325.0,M14
81,01 Dec 2018,Furnished,Males or females,Fallowfield (M14),None,10 months,"['£320 pcm', '£320 pcm', '£320 pcm', '£320 pcm', '£320 pcm']",Double Rooms to Rent in Fallowfield,2 doubles,"[320, 320, 320, 320, 320]",320.0,M14
82,Now,Furnished,Males or females,Rusholme (M14),8 months,8 months,['£450 pcm'],Excellent en-suite room All Bills inc.,Double room,[450],450.0,M14
83,Now,Furnished,Female preferred,Rusholme (M14),None,8 months,"['£420 pcm', '£400 pcm', '£400 pcm']",Quality Double room M14 All Bills Inc,2 doubles,"[420, 400, 400]",406.6666666666667,M14
84,01 Dec 2018,Furnished,Males or females,Rusholme (M14),None,8 months,"['£275 pcm', '£275 pcm', '£275 pcm', '£250 pcm', '£250 pcm']",Quality Rooms now in M14 £250pcm,Single + double,"[275, 275, 275, 250, 250]",265.0,M14
85,Now,Furnished,No info,Manchester (M14),None,None,['Potential Buddy Ups'],Excellent 4 bedroom house to rent,4 bed house,[],,M14
86,Now,Furnished,Males or females,St Georges (M15),None,6 months,['Potential Buddy Ups'],2 Bed Castlefield Apartment Available Now!,2 bed flat,[],,M15
87,Now,Furnished,Males or females,Didsbury (M20),None,6 months,"['£140 pw', '£140 pw', '£140 pw', '£130 pw']","Rooms in shared house,Didsbury close to Metro link",2 doubles,"[560, 560, 560, 520]",550.0,M20
88,Now,Furnished,Males or females,Denton (M34),None,3 months,"['£320 pcm', '£340 pcm']",Top Denton location - Below market price,2 doubles,"[320, 340]",330.0,M34
89,Now,Furnished,Males or females,Levenshulme (M13),None,3 months,"['£360 pcm', '£380 pcm']",Below Market Price! Awesome value! GREAT Location,2 doubles,"[360, 380]",370.0,M13
90,Now,Furnished,Males or females,Didsbury (M20),None,6 months,"['£125 pw', '£130 pw', '£140 pw']","Room,Didsbury, close to all amenaties transport",2 doubles,"[500, 520, 560]",526.6666666666666,M20
91,Now,No info,Males or females,Manchester (M13),None,6 months,"['£350 pcm', '£450 pcm', '£390 pcm']","Newly renovated rooms, near transport city, uni",3 doubles,"[350, 450, 390]",396.6666666666667,M13
92,Now,Furnished,Males or females,Rusholme (M14),None,5 months,"['£250 pcm', '£325 pcm']","Bills inc room, Near Oxford Rd, Uni, Transport,etc",Single room,"[250, 325]",287.5,M14
93,Now,Furnished,Female preferred,Salford (M6),None,5 months,"['£300 pcm', '£330 pcm']","Rooms, Salford, Bills Inc, near transport,uni",Double room,"[300, 330]",315.0,M6
94,01 Dec 2018,Furnished,Males or females,Victoria Park (M13),None,None,"['£300 pcm', '£300 pcm', '£330 pcm']","Bed rooms, close to Uni, transport, city centre.",3 doubles,"[300, 300, 330]",310.0,M13
95,Now,Furnished,Males or females,Manchester (M14),None,6 months,"['£375 pcm', '£395 pcm', '£425 pcm']","Bedrooms,All Bills Incuded, Fallowfield,Tv,Ect",3 doubles,"[375, 395, 425]",398.3333333333333,M14
96,Now,Furnished,Males or females,Fallowfield (M14),None,6 months,"['£130 pw', '£150 pw', '£120 pw', '£120 pw']","Luxury rooms, Fallowfield,Bills INC, 5 baths",4 doubles,"[520, 600, 480, 480]",520.0,M14
97,Now,Furnished,Males or females,West Didsbury (M20),None,6 months,"['£125 pw', '£134 pw', '£140 pw']","Didsbury, All Inclusive, Near Metro Link, 3 Baths",2 doubles,"[500, 536, 560]",532.0,M20
98,Now,Furnished,Males or females,Victoria Park (M14),None,6 months,"['£325 pcm', '£385 pcm', '£375 pcm', '£395 pcm', '£450 pcm']","Bills inc rooms, close to Uni, city, MRI hospital.",4 doubles,"[325, 385, 375, 395, 450]",386.0,M14
99,Now,Furnished,Males or females,Manchester (M19),None,6 months,"['£295 pcm', '£350 pcm', '£325 pcm', '£270 pcm']","Rooms,close to transport to city centre, Uni,shops",3 doubles,"[295, 350, 325, 270]",310.0,M19
100,Now,Furnished,Males or females,Manchester (M13),None,6 months,"['£355 pcm', '£380 pcm', '£420 pcm', '£450 pcm']","Newly refurbished, inc bills rooms, transport city",2 doubles,"[355, 380, 420, 450]",401.25,M13
101,27 Jan 2019,Furnished,Males or females,Worsley (M28),None,1 month,['£450 pcm'],"Modern, detached house Worsley",Double room,[450],450.0,M28
102,Now,Furnished,Males or females,Fallowfield (M14),None,None,"['£425 pcm', '£395 pcm', '£375 pcm', '£345 pcm']","Luxury, clean, high-spec, perfectly situated house",2 doubles,"[425, 395, 375, 345]",385.0,M14
103,Now,Furnished,Males or females,Fallowfield (M14),9 months,9 months,['£542 pcm'],Large room in stunning student house bills inc,Double room,[542],542.0,M14
104,01 Feb 2019,Furnished,Male preferred,Chorlton (M21),None,8 months,['£595 pcm'],Chorlton! Stunning attic bedroom bills inc!,Double room,[595],595.0,M21
105,Now,Furnished,Males or females,Didsbury (M20),None,6 months,"['£498 pcm', '£498 pcm', '£498 pcm']",Bright and modern 3 bed apartment share,3 doubles,"[498, 498, 498]",498.0,M20
106,07 Dec 2018,Furnished,Males or females,Eccles (M30),None,6 months,"['£525 pcm', '£495 pcm']",2 Weeks Rent Free / Near Trendy Monton,2 doubles,"[525, 495]",510.0,M30
107,Now,Furnished,Males or females,Didsbury (M20),None,6 months,['£390 pcm'],All Bills included! Didsbury House share,Double room,[390],390.0,M20
108,26 Dec 2018,Furnished,Males or females,Eccles (M30),None,6 months,"['£550 pcm', '£500 pcm']",2 Weeks Rent Free/Hop to the Metro,2 doubles,"[550, 500]",525.0,M30
109,05 Jan 2019,Furnished,Males or females,Salford (M6),None,6 months,['£400 pcm'],2 weeks rent free !!!      Lovely 4 BED HOME,Double room,[400],400.0,M6
110,01 Sep 2019,Furnished,No info,Salford (M7),None,12 months,"['£2,100 pcm (whole property)']",*** Available for Next Academic Year 2019/20***,5 bed house,[2100],2100.0,M7
111,Now,Furnished,Males or females,Fairfield (M43),None,4 months,['£390 pcm'],Amazing room on top location,Double room,[390],390.0,M43
112,Now,Furnished,No info,Urmston (M41),None,3 months,['£750 pcm (whole property)'],All bills inc: Immaculate large studio apartment,Studio flat,[750],750.0,M41
113,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£100 pw', '£100 pw', '£100 pw', '£100 pw']",Stunning 4 Bed House Share Salford,4 doubles,"[400, 400, 400, 400]",400.0,M6
114,27 Dec 2018,Furnished,Males or females,Whalley Range (M16),None,6 months,['£433 pcm'],Ensuite Bedroom in Whalley Range-Bills Included,Double room,[433],433.0,M16
115,05 Jan 2019,Part Furnished,No info,Whalley Range (M16),None,6 months,['£675 pcm (whole property)'],One Bed Flat -Bills Included-January,1 bed flat,[675],675.0,M16
116,19 Dec 2018,Furnished,Males or females,Chorlton (M16),None,6 months,['£475 pcm'],Ensuite Bedroom - Chorlton,Double room,[475],475.0,M16
117,01 Jul 2019,Furnished,Males or females,Fallowfield (M14),None,12 months,"['£390 pcm', '£390 pcm', '£390 pcm', '£390 pcm', '£390 pcm', '£390 pcm', '£390 pcm', '£390 pcm']","8 Bedroom Student House, Fallowfield  2019-2020",8 doubles,"[390, 390, 390, 390, 390, 390, 390, 390]",390.0,M14
118,19 Dec 2018,Furnished,Males or females,Whalley Range (M16),None,6 months,['£475 pcm'],Ensuite Bedroom in Whalley Range-Bills Included,Double room,[475],475.0,M16
119,10 Jan 2019,Furnished,Males or females,Whalley Range (M16),None,6 months,['£395 pcm'],Ensuite Double Bedroom  - 10th January,Double room,[395],395.0,M16
120,05 Jan 2019,Furnished,No info,Whalley Range (M16),None,6 months,['£675 pcm (whole property)'],One bed newly refurbished Flat-Available-January,1 bed flat,[675],675.0,M16
121,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£120 pw', '£115 pw', '£115 pw', '£110 pw', '£120 pw']",Beautiful  Large En Suite Rooms Eccles,2 doubles,"[480, 460, 460, 440, 480]",464.0,M30
122,Now,Furnished,No info,Hulme (M15),None,4 months,"['£1,600 pcm (whole property)']",Brand New Modern House,4 bed house,[1600],1600.0,M15
123,Now,Furnished,Males or females,Fallowfield (M14),None,3 months,"['£280 pcm', '£300 pcm', '£325 pcm']","Bedrooms in Fallowfield,close to transport,city",3 doubles,"[280, 300, 325]",301.6666666666667,M14
124,Now,Furnished,Males or females,Victoria Park (M14),None,8 months,"['£425 pcm', '£450 pw']","Newly Renovated Rooms Bills inc, Close to Uni,",2 doubles,"[425, 1800]",1112.5,M14
125,Now,Furnished,Males or females,Salford (M7),None,6 months,"['£440 pcm', '£410 pcm', '£460 pcm', '£495 pcm', '£480 pcm']",2 Massive Double Rooms  - Close to City,2 doubles,"[440, 410, 460, 495, 480]",457.0,M7
126,Now,Furnished,Males or females,Salford (M6),36 months,3 months,"['£650 pcm', '£650 pcm', '£650 pcm', '£650 pcm', '£650 pcm', '£650 pcm', '£650 pcm', '£650 pcm']",Could you live here?,Double room,"[650, 650, 650, 650, 650, 650, 650, 650]",650.0,M6
127,Now,Furnished,Males or females,Prestwich (M25),None,3 months,"['£600 pcm', '£650 pcm', '£600 pcm', '£600 pcm', '£600 pcm', '£650 pcm']",New Double Rooms with En-Suites,Double room,"[600, 650, 600, 600, 600, 650]",616.6666666666666,M25
128,Now,Furnished,No info,Higher Crumpsall (M8),None,6 months,['£95 pw (whole property)'],Three room apartment for professional person,1 bed flat,[380],380.0,M8
129,Now,No info,Males or females,Burnage (M19),None,None,['£420 pcm'],"Ideal short term let, close to uni and hospitals",Double room,[420],420.0,M19
130,01 Sep 2019,Furnished,No info,Broughton (M7),None,12 months,"['£1,800 pcm (whole property)']",*** Available for Next Academic Year 2019/20***,4 bed property,[1800],1800.0,M7
131,10 Dec 2018,Furnished,Males or females,Chorlton (M21),None,3 months,"['£470 pcm', '£460 pcm', '£470 pcm', '£450 pcm', '£380 pcm']",Friendly Homshare,Single + double,"[470, 460, 470, 450, 380]",446.0,M21
132,05 Dec 2018,Furnished,Males or females,Swinton (M27),None,6 months,"['£500 pcm', '£500 pcm', '£560 pcm', '£400 pcm', '£495 pcm']",Luxury Professional houseshare - Bills Included,Single room,"[500, 500, 560, 400, 495]",491.0,M27
133,Now,Furnished,Males or females,Chorlton (M21),None,5 months,"['£370 pcm', '£380 pcm']",Chorlton top location - Low deposit,2 doubles,"[370, 380]",375.0,M21
134,Now,Furnished,Males or females,Chorlton (M21),None,3 months,"['£450 pcm', '£450 pcm', '£470 pcm', '£430 pcm', '£360 pcm']",Friendly Homeshare,Double room,"[450, 450, 470, 430, 360]",432.0,M21
135,01 Sep 2019,Furnished,No info,Salford (M7),None,12 months,"['£2,100 pcm (whole property)']",*** Available for Next Academic Year 2019/20***,5 bed house,[2100],2100.0,M7
136,04 Dec 2018,Furnished,Males or females,Chorlton (M21),2 months,None,"['£500 pcm', '£500 pcm', '£450 pcm', '£500 pcm', '£475 pcm']",Friendly Home Share.  2 months max stay.,Double room,"[500, 500, 450, 500, 475]",485.0,M21
137,Now,Furnished,Males or females,Manchester (M14),None,3 months,"['£360 pcm', '£380 pcm', '£340 pcm', '£380 pcm', '£400 pcm', '£380 pcm']",Friendly Home Share,Double room,"[360, 380, 340, 380, 400, 380]",373.3333333333333,M14
138,05 Dec 2018,Furnished,Males or females,Chorlton (M21),None,3 months,"['£420 pcm', '£410 pcm', '£400 pcm', '£400 pcm', '£360 pcm']",Friendly Homeshare    No Deposit Required,Single + double,"[420, 410, 400, 400, 360]",398.0,M21
139,Now,Furnished,Males or females,Salford (M6),None,6 months,['£420 pcm'],Stylish and Spacious Double Room Available Now,Double room,[420],420.0,M6
140,20 Dec 2018,Furnished,Males or females,Salford (M7),None,6 months,['£370 pcm'],Extremely Spacious Ground Floor Double Available,Double room,[370],370.0,M7
141,Now,Furnished,Males or females,Didsbury (M20),None,6 months,"['£400 pcm', '£365 pcm', '£385 pcm', '£410 pcm']",Didsbury Village Houseshare,Double room,"[400, 365, 385, 410]",390.0,M20
142,01 Jan 2019,Furnished,Males or females,Fallowfield (M14),None,6 months,"['£425 pcm', '£400 pcm', '£400 pcm', '£330 pcm']","Rooms to let no fees, all bills inc,",3 doubles,"[425, 400, 400, 330]",388.75,M14
143,Now,Furnished,Males or females,Failsworth (M35),None,6 months,"['£110 pw', '£120 pw', '£120 pw', '£110 pw', '£110 pw', '£115 pw', '£110 pw']",Beautiful Large En Suite rooms | Professionals,2 doubles,"[440, 480, 480, 440, 440, 460, 440]",454.2857142857143,M35
144,Now,Furnished,Males or females,Radcliffe (M26),None,6 months,"['£115 pw', '£99 pw', '£99 pw', '£105 pw', '£110 pw', '£115 pw']",Brand New Renovation | Professionals,Double room,"[460, 396, 396, 420, 440, 460]",428.6666666666667,M26
145,16 Dec 2018,Furnished,Males or females,Stretford (M32),None,6 months,['£480 pcm'],A Higher Quality of Living!,Double room,[480],480.0,M32
146,01 Dec 2018,Furnished,Males or females,Eccles (M30),None,3 months,['£390 pcm'],House Share Convenient for Salford Quays / Media C,Double room,[390],390.0,M30
147,Now,Furnished,Males or females,Eccles (M30),None,6 months,"['£95 pw', '£85 pw']","Spacious, BRAND NEW Room in Salford, Manchester",Single + double,"[380, 340]",360.0,M30
148,Now,Furnished,Males or females,Withington (M20),None,None,['£450 pcm'],Spacious Double Room in 4  Bed Flat,Double room,[450],450.0,M20
149,13 Dec 2018,Furnished,Males or females,Salford (M6),None,6 months,['£330 pcm'],Double sized room in shared house.,Double room,[330],330.0,M6
150,Now,Furnished,Males or females,Swinton (M27),None,3 months,['£325 pcm'],"KING size room, stylish house in very nice area!",Double room,[325],325.0,M27
151,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£540 pcm', '£525 pcm', '£525 pcm', '£525 pcm', '£575 pcm']",Top Notch Houseshare One Rm Remains!,Double room,"[540, 525, 525, 525, 575]",538.0,M6
152,Now,Furnished,Males or females,Salford (M6),None,6 months,"['£100 pw', '£95 pw', '£115 pw', '£110 pw']",Double Room |  Newly Renovated | Professionals,Double room,"[400, 380, 460, 440]",420.0,M6
